Window,Available Observations,Missingness,Feature Variance,Sequence Length
12h,95,0.7671568627450981,24.558687190082647,22
6h,32,0.8431372549019608,18.271077777777776,31
12h,82,0.7990196078431373,15.56336477272727,31
6h,34,0.8333333333333334,18.973483333333338,26
12h,77,0.8112745098039216,17.69002380952381,26
6h,21,0.8970588235294118,31.91178,152
12h,39,0.9044117647058824,12.869994920634918,152
24h,118,0.8553921568627451,1196.9113031712245,152
48h,300,0.8161764705882353,243.64925268773328,152
6h,61,0.7009803921568627,28.77971458333333,54
12h,102,0.75,19.76962933884298,54
24h,190,0.7671568627450981,83.12561925911287,54
6h,27,0.8676470588235294,33.12099999999999,204
12h,55,0.8651960784313726,89.13193484848485,204
24h,120,0.8529411764705882,77.3102881884058,204
48h,271,0.8339460784313726,50.26466266990702,204
6h,26,0.8725490196078431,3.2218766666666667,44
12h,58,0.8578431372549019,151.07621424242424,44
24h,148,0.8186274509803921,40.912238795323034,44
6h,61,0.7009803921568627,14.906666666666666,28
12h,108,0.7352941176470589,14.623193620414673,28
6h,47,0.7696078431372549,7.93175,117
12h,94,0.7696078431372549,14.793676223776224,117
24h,213,0.7389705882352942,42.85963070871158,117
48h,444,0.7279411764705882,22.683873497965056,117
6h,39,0.8088235294117647,131.41953703703703,25
12h,72,0.8235294117647058,101.93706666666667,25
6h,37,0.8186274509803921,20.25023571428571,51
12h,79,0.8063725490196079,49.09245394570707,51
24h,170,0.7916666666666666,58.85779908120412,51
6h,47,0.7696078431372549,63.856500000000004,20
6h,38,0.8137254901960784,53.789409523809525,152
12h,75,0.8161764705882353,63.98451904761906,152
24h,164,0.7990196078431373,45.5519831884058,152
48h,331,0.7971813725490197,43.11592288922661,152
6h,38,0.8137254901960784,105.82222222222224,32
12h,78,0.8088235294117647,58.01438484848485,32
6h,32,0.8431372549019608,44.09254047619048,328
12h,67,0.8357843137254902,29.558565367965365,328
24h,145,0.8223039215686274,46.810351859320804,328
48h,276,0.8308823529411765,108.34183882519555,328
6h,27,0.8676470588235294,24.26525,35
12h,76,0.8137254901960784,7.306450865800865,35
24h,142,0.8259803921568627,8.45426401212659,35
6h,50,0.7549019607843137,97.50119047619047,33
12h,109,0.7328431372549019,45.69215725677831,33
6h,34,0.8333333333333334,16.47097222222222,128
12h,71,0.8259803921568627,30.883756895485465,128
24h,150,0.8161764705882353,24.95043605119518,128
48h,288,0.8235294117647058,17.865988903129185,128
6h,60,0.7058823529411765,98.85561904761904,84
12h,104,0.7450980392156863,115.31955028409092,84
24h,211,0.741421568627451,69.17805756521739,84
48h,409,0.7493872549019608,59.10053454521813,84
6h,39,0.8088235294117647,31.801190476190474,103
12h,81,0.8014705882352942,19.947473863636365,103
24h,161,0.8026960784313726,21.927192305194804,103
48h,337,0.7935049019607843,24.6488417544271,103
6h,26,0.8725490196078431,9.807026666666667,48
12h,69,0.8308823529411765,8.78540699300699,48
24h,120,0.8529411764705882,8.4245925134286,48
6h,26,0.8725490196078431,42.40833333333333,28
12h,55,0.8651960784313726,36.07796919191919,28
6h,40,0.803921568627451,74.73333333333333,15
6h,53,0.7401960784313726,21.092857142857138,17
6h,38,0.8137254901960784,5.55,62
12h,66,0.8382352941176471,10.75899375,62
24h,163,0.8002450980392157,25.091817027417026,62
48h,353,0.7837009803921569,72.65058782493834,62
6h,38,0.8137254901960784,28.89576111111111,34
12h,92,0.7745098039215687,28.961047916666665,34
24h,180,0.7794117647058824,41.83912264128701,34
6h,49,0.7598039215686274,17.921238095238095,59
12h,110,0.7303921568627451,103.78506497668998,59
24h,254,0.6887254901960784,78.24412285872629,59
48h,433,0.7346813725490197,102.5329857842008,59
6h,32,0.8431372549019608,7.707952777777778,80
12h,63,0.8455882352941176,9.973935858585858,80
24h,140,0.8284313725490197,12.32658541062802,80
48h,271,0.8339460784313726,76.86065888594638,80
6h,45,0.7794117647058824,8.297135416666666,41
12h,97,0.7622549019607843,16.92032021780303,41
24h,207,0.7463235294117647,11.281337414061566,41
6h,48,0.7647058823529411,12.2875,37
12h,102,0.75,58.64340902777777,37
24h,206,0.7475490196078431,77.34171484859439,37
6h,37,0.8186274509803921,11.938888888888888,52
12h,99,0.7573529411764706,46.55152807765151,52
24h,203,0.7512254901960784,23.18146442546584,52
6h,22,0.8921568627450981,43.3,63
12h,53,0.8700980392156863,24.91977838383838,63
24h,106,0.8700980392156863,8.074653038173947,63
48h,276,0.8308823529411765,145.9240125804466,63
6h,42,0.7941176470588235,7.844360000000003,25
12h,73,0.821078431372549,6.693939267676768,25
6h,63,0.6911764705882353,26.069791666666667,17
6h,39,0.8088235294117647,43.52916666666666,30
12h,95,0.7671568627450981,25.253307028619528,30
6h,50,0.7549019607843137,23.787146666666665,61
12h,108,0.7352941176470589,13.906365782828285,61
24h,234,0.7132352941176471,26.65734276759013,61
48h,505,0.6905637254901961,63.1256693137023,61
6h,36,0.8235294117647058,50.75238095238095,53
12h,84,0.7941176470588235,76.73631725417441,53
24h,188,0.7696078431372549,68.76907593630817,53
6h,35,0.8284313725490197,5.853441666666667,79
12h,102,0.75,5.318351515151515,79
24h,235,0.7120098039215687,10.434933123737952,79
48h,454,0.7218137254901961,30.96823585646307,79
6h,58,0.7156862745098039,14.59888717948718,101
12h,98,0.7598039215686274,25.057615151515147,101
24h,202,0.7524509803921569,44.512330026915116,101
48h,408,0.75,55.922227191738564,101
6h,50,0.7549019607843137,107.55862142857143,21
12h,114,0.7205882352941176,108.17952071428573,21
6h,56,0.7254901960784313,131.18973958333333,122
12h,94,0.7696078431372549,55.71637011019284,122
24h,184,0.7745098039215687,39.42264578540507,122
48h,406,0.7512254901960784,54.115521429525586,122
6h,28,0.8627450980392157,29.193633333333334,117
12h,68,0.8333333333333334,10.704255371900826,117
24h,144,0.8235294117647058,10.38036768921095,117
48h,301,0.8155637254901961,108.10039742968175,117
6h,47,0.7696078431372549,16.26527777777778,70
12h,75,0.8161764705882353,11.161699783549782,70
24h,132,0.8382352941176471,8.188917619400527,70
48h,286,0.8247549019607843,286.63309658025184,70
6h,42,0.7941176470588235,28.198809523809523,102
12h,101,0.7524509803921569,34.81924452214452,102
24h,190,0.7671568627450981,139.95510412525877,102
48h,393,0.7591911764705882,68.57702365037778,102
6h,44,0.7843137254901961,51.026666666666664,17
6h,3,0.9852941176470589,,90
12h,3,0.9926470588235294,,90
24h,79,0.9031862745098039,52.32860072727273,90
48h,211,0.8707107843137255,367.63796443426804,90
6h,35,0.8284313725490197,21.94972428571428,17
6h,60,0.7058823529411765,4.223039215686275,22
12h,102,0.75,19.583698329156224,22
6h,28,0.8627450980392157,11.673333333333336,53
12h,71,0.8259803921568627,23.459490235690236,53
24h,135,0.8345588235294118,23.297935759771633,53
6h,49,0.7598039215686274,28.895595238095236,151
12h,109,0.7328431372549019,56.98241006944444,151
24h,212,0.7401960784313726,59.55985516069076,151
48h,449,0.7248774509803921,61.56789311237457,151
6h,56,0.7254901960784313,4.547619047619047,45
12h,96,0.7647058823529411,15.232041287878786,45
24h,174,0.7867647058823529,16.977219166666668,45
6h,45,0.7794117647058824,56.33718666666666,51
12h,90,0.7794117647058824,30.576503614267676,51
24h,149,0.8174019607843137,25.01681889822134,51
6h,51,0.75,86.12041666666667,53
12h,95,0.7671568627450981,71.77561919191919,53
24h,227,0.7218137254901961,90.2825731494378,53
6h,47,0.7696078431372549,40.4125074074074,57
12h,98,0.7598039215686274,101.12475405594407,57
24h,234,0.7132352941176471,30.011954067852873,57
6h,49,0.7598039215686274,45.91406666666666,196
12h,87,0.7867647058823529,47.52614545454546,196
24h,185,0.7732843137254902,118.12994565460967,196
48h,369,0.7738970588235294,65.1901999860735,196
6h,35,0.8284313725490197,96.43472222222222,48
12h,83,0.7965686274509803,54.438687445887446,48
24h,128,0.8431372549019608,2589.6229111988305,48
6h,44,0.7843137254901961,13.763729444444444,155
12h,88,0.7843137254901961,1247.2738385072953,155
24h,133,0.8370098039215687,1182.1067252166279,155
48h,272,0.8333333333333334,612.9259498638428,155
6h,58,0.7156862745098039,33.37255666666667,216
12h,96,0.7647058823529411,56.83348361742425,216
24h,179,0.7806372549019608,44.128460698404865,216
48h,361,0.7787990196078431,147.57164631805986,216
6h,38,0.8137254901960784,26.122222222222224,121
12h,78,0.8088235294117647,16.515929166666666,121
24h,195,0.7610294117647058,7.128263212378773,121
48h,401,0.7542892156862745,90.5532437636973,121
6h,46,0.7745098039215687,29.731975925925926,113
12h,101,0.7524509803921569,48.34291907968574,113
24h,189,0.7683823529411765,51.74055969088882,113
48h,372,0.7720588235294118,40.34976839593488,113
6h,43,0.7892156862745098,33.36742291666667,101
12h,89,0.7818627450980392,14.001915220385673,101
24h,193,0.7634803921568627,19.090198158148397,101
48h,400,0.7549019607843137,64.75861022834391,101
6h,23,0.8872549019607843,16.654543333333333,153
12h,50,0.8774509803921569,13.39876303030303,153
24h,125,0.8468137254901961,7.545215742383911,153
48h,255,0.84375,91.61779782579767,153
6h,40,0.803921568627451,36.87720476190476,122
12h,111,0.7279411764705882,14.138155696969699,122
24h,210,0.7426470588235294,20.73857526670692,122
48h,411,0.7481617647058824,47.25393242163738,122
6h,56,0.7254901960784313,24.944514583333333,46
12h,97,0.7622549019607843,59.41175730027548,46
24h,198,0.7573529411764706,54.901929654934435,46
6h,52,0.7450980392156863,31.152380952380952,106
12h,91,0.7769607843137255,37.20435473484848,106
24h,175,0.7855392156862745,31.70021004347826,106
48h,384,0.7647058823529411,37.11135582424077,106
6h,59,0.7107843137254902,88.64020083333332,155
12h,101,0.7524509803921569,69.15613371900825,155
24h,196,0.7598039215686274,175.24692397412008,155
48h,375,0.7702205882352942,127.27934929172042,155
6h,41,0.7990196078431373,31.25264166666667,218
12h,79,0.8063725490196079,37.19595833333334,218
24h,174,0.7867647058823529,45.529036471861474,218
48h,354,0.7830882352941176,334.37411932575804,218
6h,30,0.8529411764705882,31.986463888888892,43
12h,55,0.8651960784313726,27.525548106060608,43
24h,140,0.8284313725490197,11.336252899657886,43
6h,39,0.8088235294117647,82.65805624999999,77
12h,77,0.8112745098039216,94.94566111111111,77
24h,171,0.7904411764705882,110.19029254535148,77
48h,347,0.7873774509803921,76.32809129935629,77
6h,57,0.7205882352941176,140.9013888888889,23
12h,98,0.7598039215686274,112.28605028409092,23
6h,10,0.9509803921568627,1.6,65
12h,42,0.8970588235294118,63.105598809523805,65
24h,137,0.8321078431372549,17.573279904287823,65
48h,251,0.8462009803921569,27.600851047035935,65
6h,47,0.7696078431372549,15.566666666666666,46
12h,92,0.7745098039215687,27.241252020202023,46
24h,183,0.7757352941176471,59.70232128205128,46
6h,13,0.9362745098039216,,89
12h,13,0.9681372549019608,,89
24h,54,0.9338235294117647,10.64578492063492,89
48h,231,0.8584558823529411,6.658857478459932,89
6h,51,0.75,22.888141666666666,86
12h,99,0.7573529411764706,36.8006082983683,86
24h,182,0.7769607843137255,438.8753887229437,86
48h,303,0.8143382352941176,271.6394487966302,86
6h,42,0.7941176470588235,28.46666666666667,68
12h,80,0.803921568627451,44.184171428571425,68
24h,182,0.7769607843137255,254.681381432553,68
48h,375,0.7702205882352942,84.62226111020186,68
6h,40,0.803921568627451,37.43972291666667,18
6h,31,0.8480392156862745,166.53212066666666,21
6h,46,0.7745098039215687,51.34872,27
12h,78,0.8088235294117647,105.7286897727273,27
6h,35,0.8284313725490197,89.08989722222223,29
12h,80,0.803921568627451,32.60764948292448,29
6h,20,0.9019607843137255,5.64,87
12h,43,0.8946078431372549,21.433201038961037,87
24h,115,0.8590686274509803,12.84720784775103,87
48h,268,0.8357843137254902,24.436044387287225,87
6h,37,0.8186274509803921,83.44437111111112,121
12h,84,0.7941176470588235,57.207285700757566,121
24h,179,0.7806372549019608,32.61230497584541,121
48h,356,0.7818627450980392,86.5838092042709,121
6h,56,0.7254901960784313,29.62108791666667,94
12h,124,0.696078431372549,70.75794017676768,94
24h,218,0.7328431372549019,175.20549058519984,94
48h,400,0.7549019607843137,179.78752596316903,94
6h,82,0.5980392156862745,35.080095512820506,19
6h,41,0.7990196078431373,36.85138888888889,110
12h,94,0.7696078431372549,26.541995454545457,110
24h,173,0.7879901960784313,21.69799547035573,110
48h,340,0.7916666666666666,39.415130631160935,110
6h,63,0.6911764705882353,7.052366666666667,49
12h,125,0.6936274509803921,83.11855716564138,49
24h,243,0.7022058823529411,50.15967546717172,49
6h,49,0.7598039215686274,49.436685555555556,16
6h,13,0.9362745098039216,,75
12h,13,0.9681372549019608,,75
24h,74,0.9093137254901961,66.60480160714286,75
48h,240,0.8529411764705882,44.14168106112171,75
6h,52,0.7450980392156863,60.667592592592605,86
12h,105,0.7426470588235294,20.4949265993266,86
24h,177,0.7830882352941176,23.769898894117155,86
48h,363,0.7775735294117647,72.25723020341493,86
6h,55,0.7303921568627451,48.395015,24
12h,109,0.7328431372549019,25.064558405483407,24
6h,62,0.696078431372549,23.288458333333335,25
12h,104,0.7450980392156863,31.65827843711844,25
6h,29,0.8578431372549019,20.68,205
12h,72,0.8235294117647058,379.0774555555555,205
24h,131,0.8394607843137255,221.3858282798624,205
48h,279,0.8290441176470589,226.51512348871492,205
6h,64,0.6862745098039216,8.000382291666668,118
12h,118,0.7107843137254902,18.687197327441076,118
24h,250,0.6936274509803921,22.204624276256357,118
48h,510,0.6875,147.38365749892859,118
6h,37,0.8186274509803921,11.105555555555556,35
12h,74,0.8186274509803921,16.156350216450218,35
24h,151,0.8149509803921569,37.89910585921325,35
6h,40,0.803921568627451,76.98326666666667,86
12h,87,0.7867647058823529,55.34955050505049,86
24h,182,0.7769607843137255,236.1564638213546,86
48h,290,0.8223039215686274,290.5667393872549,86
6h,51,0.75,47.25,47
12h,116,0.7156862745098039,167.62351575757575,47
24h,238,0.7083333333333334,127.06676469079127,47
6h,48,0.7647058823529411,79.08096458333334,41
12h,96,0.7647058823529411,75.39848051948051,41
24h,204,0.75,53.46959335219431,41
6h,41,0.7990196078431373,15.539188888888889,111
12h,67,0.8357843137254902,56.59267727272728,111
24h,134,0.8357843137254902,25.843856028410947,111
48h,281,0.8278186274509803,160.00323974014893,111
6h,40,0.803921568627451,74.15238095238094,74
12h,81,0.8014705882352942,93.16327386363636,74
24h,226,0.7230392156862745,30.80232978778468,74
48h,378,0.7683823529411765,145.3698857136335,74
6h,40,0.803921568627451,8.463570833333334,16
6h,46,0.7745098039215687,11.34015,30
12h,98,0.7598039215686274,16.182738026418026,30
6h,44,0.7843137254901961,23.47995208333333,25
12h,100,0.7549019607843137,18.849544696969698,25
6h,40,0.803921568627451,15.299066666666667,44
12h,91,0.7769607843137255,17.517413636363635,44
24h,194,0.7622549019607843,32.98147338768116,44
6h,28,0.8627450980392157,7.68168888888889,54
12h,72,0.8235294117647058,5.540239898989899,54
24h,130,0.8406862745098039,8.853289554865425,54
6h,47,0.7696078431372549,34.68140625,19
6h,74,0.6372549019607843,1.6278225,40
12h,111,0.7279411764705882,3.9383755303030297,40
24h,253,0.6899509803921569,64.86126371696638,40
6h,37,0.8186274509803921,18.394444444444446,16
6h,58,0.7156862745098039,62.87738095238095,41
12h,96,0.7647058823529411,45.796164772727266,41
24h,181,0.7781862745098039,18.269785005574136,41
6h,39,0.8088235294117647,38.68107916666666,18
6h,48,0.7647058823529411,96.85000000000001,19
6h,54,0.7352941176470589,7.14146515151515,72
12h,115,0.7181372549019608,14.055605361305359,72
24h,212,0.7401960784313726,32.70528347785306,72
48h,472,0.7107843137254902,266.1054513788854,72
6h,57,0.7205882352941176,16.219047619047622,169
12h,100,0.7549019607843137,12.436463484848485,169
24h,217,0.7340686274509803,101.83484949224689,169
48h,373,0.7714460784313726,202.55229241966518,169
6h,50,0.7549019607843137,168.35951904761905,28
12h,88,0.7843137254901961,162.65116057720056,28
6h,52,0.7450980392156863,7.985714285714287,21
12h,87,0.7867647058823529,6.569018686868687,21
6h,55,0.7303921568627451,25.62341666666667,101
12h,132,0.6764705882352942,7.706783636363636,101
24h,228,0.7205882352941176,19.590810642961156,101
48h,460,0.7181372549019608,43.232815652494665,101
6h,32,0.8431372549019608,14.516666666666666,103
12h,88,0.7843137254901961,21.101779166666667,103
24h,166,0.7965686274509803,25.019239525691702,103
48h,347,0.7873774509803921,42.573074587624895,103
6h,65,0.6813725490196079,8.68654351851852,59
12h,118,0.7107843137254902,33.29518888888889,59
24h,217,0.7340686274509803,63.37001241924492,59
48h,414,0.7463235294117647,156.47819113489803,59
6h,74,0.6372549019607843,62.4361546875,21
6h,51,0.75,18.233374242424244,20
6h,48,0.7647058823529411,25.73994393939394,176
12h,111,0.7279411764705882,24.56126510822511,176
24h,230,0.7181372549019608,74.95115266800558,176
48h,447,0.7261029411764706,95.0781865388035,176
6h,31,0.8480392156862745,22.892026666666666,24
12h,62,0.8480392156862745,33.07905138888889,24
6h,41,0.7990196078431373,136.44658958333332,286
12h,91,0.7769607843137255,92.9572604040404,286
24h,188,0.7696078431372549,34.68357251248325,286
48h,373,0.7714460784313726,319.16199484704657,286
6h,52,0.7450980392156863,13.849990476190479,273
12h,67,0.8357843137254902,12.748075,273
24h,96,0.8823529411764706,21.17974134199134,273
48h,239,0.8535539215686274,171.46315799736496,273
6h,62,0.696078431372549,44.74345238095238,73
12h,106,0.7401960784313726,22.640505492424246,73
24h,187,0.7708333333333334,30.432982411067194,73
48h,390,0.7610294117647058,28.916037990048036,73
6h,37,0.8186274509803921,1058.3666666666668,80
12h,84,0.7941176470588235,584.9120670995671,80
24h,182,0.7769607843137255,114.35918340136057,80
48h,332,0.7965686274509803,90.67548610272789,80
6h,45,0.7794117647058824,60.58845833333333,77
12h,100,0.7549019607843137,799.8071717171717,77
24h,178,0.7818627450980392,593.7654741001752,77
48h,371,0.772671568627451,276.12707548273943,77
6h,45,0.7794117647058824,31.135316666666668,77
12h,86,0.7892156862745098,112.40291930069931,77
24h,176,0.7843137254901961,65.17412686920223,77
48h,363,0.7775735294117647,59.99585132904047,77
6h,70,0.6568627450980392,11.813425925925927,60
12h,106,0.7401960784313726,19.91334590909091,60
24h,192,0.7647058823529411,569.7375861007047,60
48h,397,0.7567401960784313,345.4679398458272,60
6h,38,0.8137254901960784,114.06666666666668,128
12h,76,0.8137254901960784,75.18390757575757,128
24h,156,0.8088235294117647,48.52855960056047,128
48h,316,0.8063725490196079,74.33574293783568,128
6h,34,0.8333333333333334,6.015,20
6h,57,0.7205882352941176,50.42326666666667,51
12h,93,0.7720588235294118,37.80673030303031,51
24h,183,0.7757352941176471,76.67819131022962,51
6h,33,0.8382352941176471,15.43253285714286,190
12h,78,0.8088235294117647,40.59427956709957,190
24h,151,0.8149509803921569,19.957445090344436,190
48h,297,0.8180147058823529,153.00636909892154,190
6h,26,0.8725490196078431,10.479360000000002,146
12h,52,0.8725490196078431,15.392797727272727,146
24h,116,0.8578431372549019,18.511170641821945,146
48h,246,0.8492647058823529,39.48460651919396,146
6h,49,0.7598039215686274,19.0131975,52
12h,106,0.7401960784313726,20.429534487734486,52
24h,198,0.7573529411764706,42.78216551030491,52
6h,34,0.8333333333333334,19.880525238095238,26
12h,69,0.8308823529411765,26.350770887445886,26
6h,48,0.7647058823529411,39.198253333333334,86
12h,88,0.7843137254901961,22.075277479338844,86
24h,198,0.7573529411764706,11.223046158243932,86
48h,396,0.7573529411764706,36.962893106995885,86
6h,34,0.8333333333333334,34.830555555555556,101
12h,69,0.8308823529411765,23.170952813852814,101
24h,148,0.8186274509803921,22.397521354292703,101
48h,300,0.8161764705882353,74.4641620322604,101
6h,38,0.8137254901960784,37.84162638888888,107
12h,63,0.8455882352941176,40.48704942279943,107
24h,139,0.8296568627450981,72.22037700133201,107
48h,286,0.8247549019607843,951.005875156057,107
6h,47,0.7696078431372549,42.49791666666667,154
12h,91,0.7769607843137255,89.0611332070707,154
24h,195,0.7610294117647058,89.02957294979366,154
48h,388,0.7622549019607843,89.27124466726984,154
6h,59,0.7107843137254902,3.0947916666666666,21
6h,56,0.7254901960784313,53.81904761904762,119
12h,113,0.7230392156862745,54.40225921717172,119
24h,197,0.758578431372549,53.09910880119126,119
48h,394,0.758578431372549,71.45771840180437,119
6h,52,0.7450980392156863,60.09027777777778,41
12h,101,0.7524509803921569,18.03997647058824,41
24h,193,0.7634803921568627,131.22401352941174,41
6h,27,0.8676470588235294,93.40058333333334,39
12h,55,0.8651960784313726,45.479409595959595,39
24h,137,0.8321078431372549,9.446604040920718,39
6h,68,0.6666666666666666,57.05370555555555,76
12h,133,0.6740196078431373,35.612012768595044,76
24h,201,0.7536764705882353,30.56344928807526,76
48h,409,0.7493872549019608,32.7663446236441,76
6h,57,0.7205882352941176,38.79743333333333,35
12h,95,0.7671568627450981,48.09597992424242,35
24h,200,0.7549019607843137,41.16202543961354,35
6h,44,0.7843137254901961,40.3315525,132
12h,92,0.7745098039215687,84.99288320202021,132
24h,193,0.7634803921568627,68.45357677620538,132
48h,367,0.7751225490196079,75.90745711269295,132
6h,43,0.7892156862745098,84.35300416666666,159
12h,99,0.7573529411764706,62.169953474025974,159
24h,169,0.7928921568627451,69.22596329701842,159
48h,299,0.8167892156862745,48.17184451772457,159
6h,27,0.8676470588235294,23.688267333333336,79
12h,47,0.8848039215686274,21.657896,79
24h,103,0.8737745098039216,19.927890828586616,79
48h,208,0.8725490196078431,112.74015377632028,79
6h,44,0.7843137254901961,192.19047619047618,45
12h,105,0.7426470588235294,72.39630353535354,45
24h,167,0.7953431372549019,64.11785948620621,45
6h,41,0.7990196078431373,7.007191666666667,24
12h,104,0.7450980392156863,25.82838327505828,24
6h,63,0.6911764705882353,35.14851969696969,25
12h,112,0.7254901960784313,33.27840984848485,25
6h,50,0.7549019607843137,76.76587380952381,305
12h,84,0.7941176470588235,159.00499308712125,305
24h,154,0.8112745098039216,167.13426484519104,305
48h,301,0.8155637254901961,63.06622556530562,305
6h,31,0.8480392156862745,26.445245999999997,23
12h,63,0.8455882352941176,22.82264583333333,23
6h,39,0.8088235294117647,20.718055555555555,30
12h,87,0.7867647058823529,19.902031818181822,30
6h,46,0.7745098039215687,16.61388888888889,79
12h,72,0.8235294117647058,13.17137972027972,79
24h,137,0.8321078431372549,31.065878968456946,79
48h,296,0.8186274509803921,43.31439245230078,79
6h,55,0.7303921568627451,12.139687499999999,102
12h,122,0.7009803921568627,24.16240847107438,102
24h,225,0.7242647058823529,33.07395464292062,102
48h,444,0.7279411764705882,167.38811350871387,102
6h,46,0.7745098039215687,46.00938333333333,63
12h,95,0.7671568627450981,85.07789108391609,63
24h,195,0.7610294117647058,113.20138696206745,63
48h,359,0.7800245098039216,71.1498782635034,63
6h,40,0.803921568627451,30.19760833333333,81
12h,77,0.8112745098039216,13.963414814814817,81
24h,104,0.8725490196078431,19.508842270075604,81
48h,228,0.8602941176470589,657.6487965217225,81
6h,49,0.7598039215686274,60.61,22
12h,86,0.7892156862745098,27.696308964646462,22
6h,56,0.7254901960784313,12.499053846153847,16
6h,37,0.8186274509803921,74.75138888888888,55
12h,96,0.7647058823529411,42.39715871212121,55
24h,189,0.7683823529411765,34.39165838903678,55
6h,37,0.8186274509803921,58.80555555555555,25
12h,75,0.8161764705882353,34.81166796536797,25
6h,28,0.8627450980392157,40.8585,48
12h,57,0.8602941176470589,43.02749537878788,48
24h,151,0.8149509803921569,8.742592838843926,48
6h,40,0.803921568627451,31.808489583333337,88
12h,78,0.8088235294117647,19.091624621212123,88
24h,187,0.7708333333333334,32.83537713196034,88
48h,397,0.7567401960784313,33.923138006346164,88
6h,52,0.7450980392156863,36.78333333333334,17
6h,34,0.8333333333333334,102.26817333333334,21
6h,27,0.8676470588235294,33.98,75
12h,78,0.8088235294117647,14.84403925925926,75
24h,141,0.8272058823529411,20.329653203463202,75
48h,255,0.84375,44.46383846712352,75
6h,41,0.7990196078431373,44.99198333333333,80
12h,107,0.7377450980392157,17.158628619528617,80
24h,206,0.7475490196078431,12.95401025653359,80
48h,410,0.7487745098039216,32.76936794564993,80
6h,42,0.7941176470588235,4.977380952380952,130
12h,93,0.7720588235294118,9.131006749311295,130
24h,161,0.8026960784313726,14.052997158426367,130
48h,356,0.7818627450980392,122.73074980767899,130
6h,73,0.6421568627450981,145.71778070175438,18
6h,44,0.7843137254901961,33.60983095238095,118
12h,111,0.7279411764705882,41.80749008838384,118
24h,213,0.7389705882352942,27.427413480972096,118
48h,406,0.7512254901960784,39.76144437359823,118
6h,38,0.8137254901960784,8.509108333333332,21
6h,40,0.803921568627451,15.400389583333334,212
12h,92,0.7745098039215687,25.73530606060606,212
24h,184,0.7745098039215687,41.35912187025534,212
48h,348,0.7867647058823529,76.16321136613927,212
6h,49,0.7598039215686274,32.12787083333333,60
12h,90,0.7794117647058824,42.6733957070707,60
24h,194,0.7622549019607843,30.609670348084883,60
48h,398,0.7561274509803921,158.69616138164574,60
6h,34,0.8333333333333334,19.773333333333333,103
12h,74,0.8186274509803921,23.086164393939395,103
24h,172,0.7892156862745098,12.173638171888323,103
48h,364,0.7769607843137255,18.756980144562235,103
6h,68,0.6666666666666666,24.902044047619047,27
12h,144,0.6470588235294118,102.5551902281746,27
6h,45,0.7794117647058824,50.48333333333333,36
12h,77,0.8112745098039216,36.962220129870126,36
24h,163,0.8002450980392157,60.191049635903546,36
6h,53,0.7401960784313726,217.8960227272727,196
12h,110,0.7303921568627451,107.67497,196
24h,188,0.7696078431372549,76.3581646939896,196
48h,383,0.7653186274509803,82.0400617802361,196
6h,56,0.7254901960784313,37.366431666666664,59
12h,114,0.7205882352941176,34.66881742424242,59
24h,226,0.7230392156862745,281.8321489699793,59
48h,419,0.7432598039215687,469.20686406830714,59
6h,21,0.8970588235294118,6.67993888888889,48
12h,42,0.8970588235294118,33.33638214285715,48
24h,130,0.8406862745098039,34.638135422608435,48
6h,50,0.7549019607843137,19.43958333333333,43
12h,128,0.6862745098039216,26.991852604303908,43
24h,256,0.6862745098039216,241.8912274234281,43
6h,51,0.75,57.71454285714286,90
12h,89,0.7818627450980392,51.762306060606065,90
24h,174,0.7867647058823529,31.409793143390427,90
48h,378,0.7683823529411765,43.25155766834553,90
6h,38,0.8137254901960784,140.2275880952381,193
12h,75,0.8161764705882353,91.28531255411255,193
24h,163,0.8002450980392157,124.01652533973272,193
48h,336,0.7941176470588235,117.07502291214644,193
6h,0,1.0,,68
12h,0,1.0,,68
24h,61,0.9252450980392157,24.81067737373737,68
48h,155,0.9050245098039216,60.97626650718352,68
6h,56,0.7254901960784313,41.406826190476195,66
12h,105,0.7426470588235294,61.10010274621212,66
24h,186,0.7720588235294118,60.89644567158385,66
48h,369,0.7738970588235294,60.134651480215894,66
6h,47,0.7696078431372549,9.243055555555555,22
12h,74,0.8186274509803921,29.189401584094917,22
6h,25,0.8774509803921569,28.895893333333333,94
12h,49,0.8799019607843137,24.18508060606061,94
24h,107,0.8688725490196079,34.90509824129494,94
48h,261,0.8400735294117647,29.654365517716194,94
6h,51,0.75,4.188930952380953,19
6h,25,0.8774509803921569,5.02656,74
12h,73,0.821078431372549,29.51801212121212,74
24h,153,0.8125,25.575150225861094,74
48h,406,0.7512254901960784,35.571408762556096,74
6h,32,0.8431372549019608,7.808333333333333,68
12h,68,0.8333333333333334,6.867355988455989,68
24h,147,0.8198529411764706,23.018164269005847,68
48h,307,0.8118872549019608,16.46163628479921,68
6h,28,0.8627450980392157,20.51875,18
6h,53,0.7401960784313726,187.0692053333333,30
12h,80,0.803921568627451,196.60639928282822,30
6h,52,0.7450980392156863,16.977708333333332,23
12h,106,0.7401960784313726,28.06266739177489,23
6h,38,0.8137254901960784,29.803016666666668,20
6h,50,0.7549019607843137,15.96705625,96
12h,90,0.7794117647058824,12.149249074074072,96
24h,158,0.8063725490196079,37.96999352881504,96
48h,361,0.7787990196078431,73.3185734538124,96
6h,27,0.8676470588235294,11.099005,31
12h,71,0.8259803921568627,16.904209494949495,31
